\\ Branch Data
\\Index, Label, Type, Phases, From, To, Length (ft)
220, ol_96, LINE, ABCN, 200, 221, 296.326
221, tl_169, TRIL, CS, 201, 222, 30
222, xfmr_168, XFRMR, CS, 202, 223, N/A
223, ul_175, LINE, CN, 202, 224, 232.948
224, ol_29, LINE, ABCN, 203, 225, 188.327
225, xfmr_110, XFRMR, AS, 203, 226, N/A
226, xfmr_111, XFRMR, BS, 203, 227, N/A
227, xfmr_112, XFRMR, CS, 203, 228, N/A
228, ul_228, LINE, CN, 208, 229, 213.308
229, ol_47, LINE, CN, 209, 230, 130.138
230, ol_45, LINE, ABCN, 211, 231, 261.276
231, xfmr_239, XFRMR, AS, 211, 232, N/A
232, xfmr_240, XFRMR, BS, 211, 233, N/A
233, xfmr_241, XFRMR, CS, 211, 234, N/A
234, tl_117, TRIL, AS, 212, 235, 30
235, tl_118, TRIL, BS, 213, 236, 30
236, tl_119, TRIL, CS, 214, 237, 30
237, xfmr_1, XFRMR, AS, 218, 238, N/A
238, xfmr_2, XFRMR, BS, 218, 239, N/A
239, xfmr_3, XFRMR, CS, 218, 240, N/A
240, ul_30, LINE, BN, 218, 241, 175.411
241, ul_31, LINE, BN, 218, 242, 18.200
242, ul_32, LINE, ABCN, 218, 243, 123.600
243, tl_15, TRIL, BS, 219, 244, 30
244, xfmr_16, XFRMR, BS, 220, 245, N/A
245, ul_21, LINE, BN, 220, 246, 172.200
246, fuse_2, FUSE, ABCN, 221, 247, N/A
247, ol_97, LINE, ABCN, 221, 248, 298.659
248, xfmr_230, XFRMR, AS, 221, 249, N/A
249, xfmr_231, XFRMR, BS, 221, 250, N/A
250, xfmr_232, XFRMR, CS, 221, 251, N/A
251, tl_168, TRIL, CS, 223, 252, 30
252, xfmr_167, XFRMR, CS, 224, 253, N/A
253, ul_174, LINE, CN, 224, 254, 231.972
254, ol_28, LINE, ABCN, 225, 255, 182.171
255, tl_110, TRIL, AS, 226, 256, 30
256, tl_111, TRIL, BS, 227, 257, 30
257, tl_112, TRIL, CS, 228, 258, 30
258, xfmr_222, XFRMR, CS, 229, 259, N/A
259, ul_229, LINE, CN, 229, 260, 323.761
260, ol_48, LINE, CN, 230, 261, 371.677
261, xfmr_121, XFRMR, CS, 230, 262, N/A
262, ol_107, LINE, ABCN, 231, 263, 84.419
263, tl_239, TRIL, AS, 232, 264, 30
264, tl_240, TRIL, BS, 233, 265, 30
265, tl_241, TRIL, CS, 234, 266, 30
266, tl_1, TRIL, AS, 238, 267, 30
267, tl_2, TRIL, BS, 239, 268, 30
268, tl_3, TRIL, CS, 240, 269, 30
269, ul_4, LINE, BN, 241, 270, 178.700
270, xfmr_22, XFRMR, BS, 242, 271, N/A
271, ul_33, LINE, ABCN, 243, 272, 279.081
272, tl_16, TRIL, BS, 245, 273, 30
273, xfmr_17, XFRMR, BS, 246, 274, N/A
274, ul_22, LINE, BN, 246, 275, 114.300
275, ul_7, LINE, ABCN, 247, 276, 117.388
276, ol_98, LINE, ABCN, 248, 277, 290.327
277, xfmr_233, XFRMR, AS, 248, 278, N/A
278, xfmr_234, XFRMR, BS, 248, 279, N/A
279, xfmr_235, XFRMR, CS, 248, 280, N/A
280, tl_230, TRIL, AS, 249, 281, 30
281, tl_231, TRIL, BS, 250, 282, 30
282, tl_232, TRIL, CS, 251, 283, 30
283, tl_167, TRIL, CS, 253, 284, 30
284, xfmr_166, XFRMR, CS, 254, 285, N/A
285, ul_173, LINE, CN, 254, 286, 230.200
286, ol_27, LINE, ABCN, 255, 287, 163.832
287, xfmr_107, XFRMR, AS, 255, 288, N/A
288, xfmr_108, XFRMR, BS, 255, 289, N/A
289, xfmr_109, XFRMR, CS, 255, 290, N/A
290, tl_222, TRIL, CS, 259, 291, 30
291, xfmr_223, XFRMR, CS, 260, 292, N/A
292, ul_230, LINE, CN, 260, 293, 319.765
293, xfmr_122, XFRMR, CS, 261, 294, N/A
294, tl_121, TRIL, CS, 262, 295, 30
295, ol_46, LINE, ABCN, 263, 296, 254.031
296, xfmr_4, XFRMR, BS, 270, 297, N/A
297, ul_5, LINE, BN, 270, 298, 174.800
298, tl_22, TRIL, BS, 271, 299, 30
299, ul_34, LINE, ABCN, 272, 300, 37.085
300, tl_17, TRIL, BS, 274, 301, 30
301, xfmr_18, XFRMR, BS, 275, 302, N/A
302, ul_8, LINE, AN, 276, 303, 218.400
303, ul_9, LINE, BN, 276, 304, 150.100
304, ul_14, LINE, BN, 276, 305, 180.300
305, ul_15, LINE, ABCN, 276, 306, 239.845
306, ol_99, LINE, ABCN, 277, 307, 40.253
307, ul_261, LINE, ABCN, 277, 308, 16.279
308, tl_233, TRIL, AS, 278, 309, 30
309, tl_234, TRIL, BS, 279, 310, 30
310, tl_235, TRIL, CS, 280, 311, 30
311, tl_166, TRIL, CS, 285, 312, 30
312, ol_72, LINE, CN, 286, 313, 236.462
313, xfmr_165, XFRMR, CS, 286, 314, N/A
314, fuse_13, FUSE, ABCN, 287, 315, N/A
315, fuse_26, FUSE, CN, 287, 316, N/A
316, ol_26, LINE, ABCN, 287, 317, 247.579
317, tl_107, TRIL, AS, 288, 318, 30
318, tl_108, TRIL, BS, 289, 319, 30
319, tl_109, TRIL, CS, 290, 320, 30
320, tl_223, TRIL, CS, 292, 321, 30
321, xfmr_224, XFRMR, CS, 293, 322, N/A
322, tl_122, TRIL, CS, 294, 323, 30
323, ol_57, LINE, ABCN, 296, 324, 10.000
324, tl_4, TRIL, BS, 297, 325, 30
325, xfmr_5, XFRMR, BS, 298, 326, N/A
326, ul_6, LINE, BN, 298, 327, 165.600
327, ul_35, LINE, BN, 300, 328, 19.500
328, ul_37, LINE, BN, 300, 329, 103.100
329, ul_41, LINE, ABCN, 300, 330, 205.643
330, tl_18, TRIL, BS, 302, 331, 30
331, xfmr_7, XFRMR, AS, 303, 332, N/A
332, xfmr_8, XFRMR, BS, 304, 333, N/A
333, ul_10, LINE, BN, 304, 334, 190.700
334, switch_1, SWITCH, BN, 305, 335, N/A
335, switch_2, SWITCH, ABCN, 306, 336, N/A
336, ul_16, LINE, CN, 306, 337, 130.900
337, ul_17, LINE, CN, 306, 338, 444.000
338, xfmr_493, XFRMR, ABCN, 307, 339, N/A
339, switch_21, SWITCH, ABCN, 308, 340, N/A
340, xfmr_164, XFRMR, CS, 313, 341, N/A
341, ul_242, LINE, CN, 313, 342, 196.361
342, tl_165, TRIL, CS, 314, 343, 30
343, ul_206, LINE, ABCN, 315, 344, 559.804
344, ol_77, LINE, CN, 316, 345, 142.575
345, fuse_12, FUSE, ABCN, 317, 346, N/A
346, ol_25, LINE, ABCN, 317, 347, 173.872
347, tl_224, TRIL, CS, 322, 348, 30
348, ol_58, LINE, BCN, 324, 349, 10.000
349, ol_60, LINE, ABCN, 324, 350, 7.100
350, tl_5, TRIL, BS, 326, 351, 30
351, xfmr_6, XFRMR, BS, 327, 352, N/A
352, ul_36, LINE, BN, 328, 353, 85.200
353, xfmr_24, XFRMR, BS, 329, 354, N/A
354, ul_38, LINE, BN, 329, 355, 90.600
355, ul_42, LINE, CN, 330, 356, 14.100
356, ul_43, LINE, BN, 330, 357, 157.700
357, ul_47, LINE, ABCN, 330, 358, 161.464
358, tl_7, TRIL, AS, 332, 359, 30
359, tl_8, TRIL, BS, 333, 360, 30
360, xfmr_9, XFRMR, BS, 334, 361, N/A
361, ul_11, LINE, BN, 334, 362, 164.800
362, ul_23, LINE, ABCN, 336, 363, 178.663
363, xfmr_13, XFRMR, CS, 337, 364, N/A
364, xfmr_14, XFRMR, CS, 338, 365, N/A
365, load_8_ohl, LINE, ABCN, 339, 366, 50ft
366, ul_238, LINE, ABCN, 340, 367, 226.030
367, tl_164, TRIL, CS, 341, 368, 30
368, ul_55, LINE, CN, 342, 369, 164.000
369, ul_56, LINE, CN, 342, 370, 90.900
370, ul_243, LINE, CN, 342, 371, 463.754
371, ul_207, LINE, BN, 344, 372, 437.231
372, ul_218, LINE, ABCN, 344, 373, 134.500
373, ul_220, LINE, AN, 344, 374, 299.025
374, ol_78, LINE, CN, 345, 375, 217.459
375, ol_76, LINE, ABCN, 346, 376, 74.158
376, ol_91, LINE, ABCN, 347, 377, 91.032
377, ol_59, LINE, BCN, 349, 378, 178.061
378, ol_56, LINE, ABCN, 350, 379, 351.912
379, tl_6, TRIL, BS, 352, 380, 30
380, xfmr_23, XFRMR, BS, 353, 381, N/A
381, tl_24, TRIL, BS, 354, 382, 30
382, xfmr_25, XFRMR, BS, 355, 383, N/A
383, ul_39, LINE, BN, 355, 384, 161.500
384, xfmr_28, XFRMR, CS, 356, 385, N/A
385, xfmr_29, XFRMR, BS, 357, 386, N/A
386, ul_44, LINE, BN, 357, 387, 94.700
387, ul_48, LINE, CN, 358, 388, 6.700
388, ul_50, LINE, CN, 358, 389, 188.400
389, tl_9, TRIL, BS, 361, 390, 30
390, xfmr_10, XFRMR, BS, 362, 391, N/A
391, ul_12, LINE, BN, 362, 392, 154.900
392, ul_24, LINE, CN, 363, 393, 14.400
393, ul_25, LINE, ABCN, 363, 394, 160.488
394, tl_13, TRIL, CS, 364, 395, 30
395, tl_14, TRIL, CS, 365, 396, 30
396, load_8_CTTF_A_1, XFRMR, AS, 366, 397, N/A
397, load_8_CTTF_A_2, XFRMR, AS, 366, 398, N/A
398, load_8_CTTF_B_1, XFRMR, BS, 366, 399, N/A
399, load_8_CTTF_B_2, XFRMR, BS, 366, 400, N/A
400, load_8_CTTF_C_1, XFRMR, CS, 366, 401, N/A
401, load_8_CTTF_C_2, XFRMR, CS, 366, 402, N/A
402, ul_239, LINE, ABCN, 367, 403, 468.314
403, xfmr_39, XFRMR, CS, 369, 404, N/A
404, ul_107, LINE, CN, 369, 405, 150.300
405, xfmr_40, XFRMR, CS, 370, 406, N/A
406, ul_57, LINE, CN, 370, 407, 180.500
407, ul_58, LINE, CN, 371, 408, 345.784
408, ul_59, LINE, CN, 371, 409, 9.603
409, xfmr_192, XFRMR, BS, 372, 410, N/A
410, ul_208, LINE, BN, 372, 411, 231.898
411, ul_219, LINE, ABCN, 373, 412, 1118.500
412, xfmr_201, XFRMR, AS, 374, 413, N/A
413, ul_221, LINE, AN, 374, 414, 278.652
414, ol_79, LINE, CN, 375, 415, 230.400
415, xfmr_188, XFRMR, CS, 375, 416, N/A
416, ol_75, LINE, CN, 376, 417, 168.221
417, xfmr_185, XFRMR, AS, 376, 418, N/A
418, xfmr_186, XFRMR, BS, 376, 419, N/A
419, xfmr_187, XFRMR, CS, 376, 420, N/A
420, ol_90, LINE, ABCN, 377, 421, 233.083
421, xfmr_219, XFRMR, AS, 377, 422, N/A
422, xfmr_220, XFRMR, BS, 377, 423, N/A
423, xfmr_221, XFRMR, CS, 377, 424, N/A
424, xfmr_154, XFRMR, BS, 378, 425, N/A
425, xfmr_155, XFRMR, CS, 378, 426, N/A
426, fuse_15, FUSE, ABCN, 379, 427, N/A
427, ol_55, LINE, ABCN, 379, 428, 384.269
428, ol_61, LINE, AN, 379, 429, 35.300
429, tl_23, TRIL, BS, 381, 430, 30
430, tl_25, TRIL, BS, 383, 431, 30
431, xfmr_26, XFRMR, BS, 384, 432, N/A
432, ul_40, LINE, BN, 384, 433, 107.500
433, tl_28, TRIL, CS, 385, 434, 30
434, tl_29, TRIL, BS, 386, 435, 30
435, xfmr_30, XFRMR, BS, 387, 436, N/A
436, ul_45, LINE, BN, 387, 437, 153.000
437, xfmr_33, XFRMR, CS, 388, 438, N/A
438, ul_49, LINE, CN, 388, 439, 167.800
439, xfmr_35, XFRMR, CS, 389, 440, N/A
440, ul_51, LINE, CN, 389, 441, 97.800
441, tl_10, TRIL, BS, 391, 442, 30
442, xfmr_11, XFRMR, BS, 392, 443, N/A
443, ul_13, LINE, BN, 392, 444, 176.800
444, xfmr_19, XFRMR, CS, 393, 445, N/A
445, ul_26, LINE, ABCN, 394, 446, 16.214
446, ul_240, LINE, ABCN, 403, 447, 421.369
447, tl_39, TRIL, CS, 404, 448, 30
448, xfmr_72, XFRMR, CS, 405, 449, N/A
449, tl_40, TRIL, CS, 406, 450, 30
450, xfmr_41, XFRMR, CS, 407, 451, N/A
451, switch_23, SWITCH, CN, 408, 452, N/A
452, xfmr_42, XFRMR, CS, 409, 453, N/A
453, ul_61, LINE, CN, 409, 454, 11.834
454, ul_62, LINE, CN, 409, 455, 177.200
455, tl_192, TRIL, BS, 410, 456, 30
456, xfmr_193, XFRMR, BS, 411, 457, N/A
457, ul_209, LINE, BN, 411, 458, 300.370
458, switch_18, SWITCH, AN, 412, 459, N/A
459, ul_216, LINE, ABCN, 412, 460, 234.100
460, tl_201, TRIL, AS, 413, 461, 30
461, xfmr_202, XFRMR, AS, 414, 462, N/A
462, ul_222, LINE, AN, 414, 463, 272.370
463, ol_80, LINE, CN, 415, 464, 232.082
464, xfmr_189, XFRMR, CS, 415, 465, N/A
465, tl_188, TRIL, CS, 416, 466, 30
466, xfmr_184, XFRMR, CS, 417, 467, N/A
467, tl_185, TRIL, AS, 418, 468, 30
468, tl_186, TRIL, BS, 419, 469, 30
469, tl_187, TRIL, CS, 420, 470, 30
470, fuse_22, FUSE, ABCN, 421, 471, N/A
471, ol_89, LINE, ABCN, 421, 472, 219.430
472, tl_219, TRIL, AS, 422, 473, 30
473, tl_220, TRIL, BS, 423, 474, 30
474, tl_221, TRIL, CS, 424, 475, 30
475, tl_154, TRIL, BS, 425, 476, 30
476, tl_155, TRIL, CS, 426, 477, 30
477, ul_116, LINE, AN, 427, 478, 109.607
478, ol_54, LINE, ABCN, 428, 479, 203.427
479, ol_62, LINE, AN, 429, 480, 181.200
480, ol_63, LINE, AN, 429, 481, 107.146
481, tl_26, TRIL, BS, 432, 482, 30
482, xfmr_27, XFRMR, BS, 433, 483, N/A
483, tl_30, TRIL, BS, 436, 484, 30
484, xfmr_31, XFRMR, BS, 437, 485, N/A
485, ul_46, LINE, BN, 437, 486, 106.200
486, tl_33, TRIL, CS, 438, 487, 30
487, xfmr_34, XFRMR, CS, 439, 488, N/A
488, tl_35, TRIL, CS, 440, 489, 30
489, xfmr_36, XFRMR, CS, 441, 490, N/A
490, ul_52, LINE, CN, 441, 491, 173.500
491, tl_11, TRIL, BS, 443, 492, 30
492, xfmr_12, XFRMR, BS, 444, 493, N/A
493, tl_19, TRIL, CS, 445, 494, 30
494, ul_27, LINE, CN, 446, 495, 7.100
495, ul_29, LINE, ABCN, 446, 496, 6.313
496, ul_241, LINE, ABCN, 447, 497, 289.784
497, tl_72, TRIL, CS, 449, 498, 30
498, tl_41, TRIL, CS, 451, 499, 30
499, switch_22, SWITCH, CN, 452, 500, N/A
500, ul_63, LINE, CN, 452, 501, 235.400
501, ul_244, LINE, CN, 452, 502, 352.007
502, tl_42, TRIL, CS, 453, 503, 30
503, ul_60, LINE, CN, 454, 504, 187.000
504, xfmr_44, XFRMR, CS, 455, 505, N/A
505, tl_193, TRIL, BS, 457, 506, 30
506, xfmr_194, XFRMR, BS, 458, 507, N/A
507, ul_210, LINE, BN, 458, 508, 176.767
508, ul_180, LINE, AN, 459, 509, 228.109
509, ul_217, LINE, ABCN, 460, 510, 242.663
510, ul_259, LINE, ABCN, 460, 511, 645.700
511, tl_202, TRIL, AS, 462, 512, 30
512, xfmr_203, XFRMR, AS, 463, 513, N/A
513, ul_223, LINE, AN, 463, 514, 353.027
514, ol_81, LINE, CN, 464, 515, 237.447
515, xfmr_190, XFRMR, CS, 464, 516, N/A
516, tl_189, TRIL, CS, 465, 517, 30
517, tl_184, TRIL, CS, 467, 518, 30
518, ul_225, LINE, CN, 471, 519, 73.943
519, fuse_21, FUSE, ABCN, 472, 520, N/A
520, ol_88, LINE, ABCN, 472, 521, 238.447
521, xfmr_216, XFRMR, AS, 472, 522, N/A
522, xfmr_217, XFRMR, BS, 472, 523, N/A
523, xfmr_218, XFRMR, CS, 472, 524, N/A
524, xfmr_120, XFRMR, AS, 478, 525, N/A
525, fuse_16, FUSE, ABCN, 479, 526, N/A
526, ol_53, LINE, ACN, 479, 527, 345.116
527, xfmr_491, XFRMR, ABCN, 479, 528, N/A
528, xfmr_156, XFRMR, AS, 480, 529, N/A
529, ol_64, LINE, AN, 481, 530, 69.400
